Name,Qty,Price
LUMIZA CREAM 50 GM,1,355
TEMATEL AH 40 MG,16,150
VORTIDIF 5 MG TAB,2,267
MIRTAZ-30 MG TAB,1,153
XLHA DROPS 10 ML,3,21
RYBELSUS 7 MG TAB,2,203
KENACORT 10 MG INJ 1 ML VIAL,3,252
NUTROLIN B SYRUP,3,269
TEL CAD 40 MG TAB,2,400
PIROX-DT <20MG>,8,90
PIROX GEL - PIROXICAM GEL - 30GM,1,470
CITISTAR PM TAB,1,315
THEO ASTHALIN FORTE TAB.,2,115
SIOTONE CAPSULE,12,466
THEO ASTHALIN TABLET,3,88
OLYCOFF D,1,412
ATOGLA RESYL MOISTURIZER LOTION,1,66
NODOSIS TAB,6,275
PENTAPHYTE P-5 SYP,3,148
BRIV-25 MG TAB,4,383
FUSIWAL M CREAM,1,203
KDFERT-M TAB,1,227
POLMAKEM-P TAB,1,148
DRAPE SHET,1,314
ENCICARB 100 MG INJ,1,267
MENABOL TABLET,2,35
METOPAR TABLET,3,47
ARSULIN 0.4 MG TAB,3,28
TELOSAFE 20 MG ,9,246
BILASURE 20 MG ,1,188
PROLET 25 MG ,4,305
DREZ GARGLE 100 ML,1,302
RESPIDON-2 TAB.,1,115
LOBAK  TAB,2,88
CATCHNIL TABLET,2,59
XSULIN 30/70 100IU INJ,5,359
FOLATE D TAB,1,146
AMNURITE BETA 10/40 ER TAB,2,111
OLAFAST-FX TAB,1,293
AUSTRO CETRIZINE SYP,4,401
CHANDANADI BATI TAB ,1,15
MOBIZOX TABLET,3,52
ELAGESIC LINIMENT 30ML,1,164
MOMATE CREAM 10GM,1,32
BRIVAZEN 100 TAB,1,203
MIGRANEX 10MG TAB,1,186
AZUSA 8 TAB,2,177
OLEPTAL DT 300MG TAB,1,293
CLINMIFACE CREAM 15GM,1,35
XAFINACT 50MG,1,349
CLINDAC-A GEL,1,460
CETAPHIL SUN SPF 50 LIGHT GEL,1,216
VOLINI GEL 30G.       (S),1,495
AUTRIN CAPSULES,5,131
CYNOMYCIN 100MG CAP.,1,197
DIAMOX TABLET,2,464
FOLVITE TABLET,10,391
HETRAZAN 100MG TABLET,1,444
CANOZOLE LOTION,4,89
COGNITAM 800 MG TAB,1,232
CYSTOPEN 100 MG,1,275
CALWARA-XT TAB,2,462
O2-BACT CREAM 5G,1,118
PREGEB D 75/20 CAP,2,177
PACITANE TABLET,4,23
ZOSTUM INJ. 1.5GM,1,191
ALKASTON ISNTA SACHET,3,348
ELICIA 4 MG TAB,1,125
GLIPY D TABLET,4,164
WELMINIC LS JUNIOR SYP,1,34
MIGRABETA 10MG,1,157
COSGLO NEW CREAM 30GM,1,30
KTC SOLUTION 100ML,1,242
GALVUS OD 100 MG ,3,86
PYRIGESIC TABLET,2,171
TONOFERON SYRUP 200ML*S,3,177
TONOFERON DROPS,3,69
VITAZYME SYRUP 200ML <S>,2,208
KERALIN OINTMENT,1,326
SOFTWEX SF POWDER,6,183
FITCARE TABLET,1,294
STEOMIN-P SUSPENSION,3,221
GEMER V 2MG TAB.,13,380
MACALVIT SYRUP,1,249
ATREST 12.5 TAB,3,322
MINICYCLINE CAPSULE,1,454
DGSON-10 TABLET,1,385
FUNZI-L CREAM 30GM,1,139
UVOX CR 100MG,2,422
CALCIFORD-K2 TAB,3,286
LACTARE CAPSULE,4,115
LUKURE TABLET,1,89
STRECH NIL LOTION,1,261
HHSONE 10MG TAB,3,491
ACTOID 25 MG ,1,232
FLUCIMOL TH 4 MG ,5,189
BETADINE OINT. 15GM. <S>,5,454
BETADINE OINT.125GM. <B>,1,373
BETADINE SOLUTION 100ML,2,360
BETADINE SOLUTION 500ML,1,490
BETADINE SURG.SCRUB 50ML,1,379
BETADINE GARGLE. 50ML <S>,2,19
BETADINE GARGLE 100ML <B>,5,154
BETADINE VAG. PESSARIES,1,94
BETADINE POWDER,5,309
TAYO RAGA  TABLET,3,262
DICLOMOL  TABLET,4,144
BYCINE OD TAB,4,185
LMOT SYP,1,453
FUSIDERM CREAM (15GM),1,372
GROCAPIX SOLUTION(60ML),1,23
UDAPA M 5/500 XR TABLET,4,496
ACNESTAR FASH WASH ,4,167
RABLET D 40 MG ,1,390
BIOSILK CREAM,1,441
ECOSPRIN AV 75/40 TAB,12,30
AMPOXIN 250MG CAPSULES,1,25
AMPOXIN 500MG CAPS,2,375
AMPOXIN DRY SYRUP <30ML>,2,94
ETOS MR TAB,1,159
ARKAMIN TABLET,2,483
DAPACOSE 10,2,236
LIPICURE GOLD 40MG,5,174
CILOTAB 50 TAB,4,403
SOMO TABLET,5,69
VIZYLAC CAPSULES,3,60
VIZYLAC DRY POWDER,3,443
REMO MV 500,6,410
SOBISAFE 1000 MG,5,446
ZERODOL TH MAX-4 MG TAB,2,284
RIVABAN 10 MG TAB,2,109
GLYDUO 10/100MG TABLET,1,321
ATARAX 10MG TABLET STRIP OF 15 TABLETS,9,191
ATARAX 25MG TABLET STRIP OF 15 TABLETS,11,220
ATARAX DROPS,2,377
ATARAX SYRUP (100ML),3,245
EGLUCENT MIX 50 CART,2,307
IDOFNIB 100 MG ,2,399
LONGIFENE TABLET,3,276
NOOTROPIL 800 TABLET,1,128
EPISOFT CLEANSING LOTION 250ML,1,349
SYNTRAN SB 65MG,2,36
ZYRTEC TABLET,1,61
ZYVIFRESH SACHET,3,413
MEFKIND P SYP,1,74
HAPPYDENT ALL ,36,385
MENTOS MINT ,30,336
CLOBEN-G CREAM <20G>,3,78
VALDIFF 50MG,1,278
QUADRIDERM RF CREAM 10G,1,290
FUNGICROS CREAM 50GM,1,371
SERIVA 2% CREAM 30 GM,1,297
TRIKA.25MG TABLET,2,349
TRIKA .5MG TABLET,1,313
CORVADIL  5MG TABLET,2,288
VITAMIN-A TABLET <ROCHE>,8,211
BECOZYME C FORTE TABLET,3,496
BENADON TABLET <40MG>,4,303
LIBRAX TABLET,2,307
LIBRIUM 10MG TABLET,4,394
LIBRIUM 25MG TABLET,1,342
EPTUS T KIT TAB,3,466
FLORITE BEAUTY POWDER PUFF,1,303
SARIDON TABLET,45,25
SUPRADYN TABLET,32,386
VALIUM  5MG TABLET,1,374
GLYREE-M2 FORTE,3,14
OBETOHEP 5MG,3,23
XPECT-LS SYRUP 100ML,2,320
HEXIDIN MOUTH WASH 80ML,2,414
SITAXA M 50/500 TAB,1,375
LIBOTRYP DS TABLET,2,28
GELUSIL MPS LIQ(200ML) ,4,438
AFDURA TAB,1,486
PRACTIN TABLET,1,13
LIVEASY WET WIPES,37,251
TRYPTOMER 10MG TABLET,5,250
TRYPTOMER 25MG TABLET,4,480
ELECTRIC HEATING BELT LIVEASY,1,56
AQUINA CREAM 50 GM,1,173
LONAFEST 0.25 TAB,4,189
BRO-ZEDEX SYRUP,3,132
TROXIP-OD 300 MG TAB,1,458
FIT O3 SOFTGEL CAP,2,206
NEWCITA 10MG,1,421
ICE CREAM 180,21,394
HEALCLAV LB 625 MG ,1,379
RELEDOL GEL,1,328
MACROMYCIN TAB,3,322
CEPHAGRAINE TAB ,1,65
TINILOX MPS SYP ,1,324
ROSPITRIL 0.5 MG TAB,1,86
THYROX 88 TAB,3,187
LUPITUSS SF COUGH SYRUP 100ML,2,475
CETAPHIL BABY SOAP,4,444
VILDAMIT-50MG,2,254
ZOMELIS-D TABLET,4,43
MACFAST 650MG,1,385
ZEDEX SYRUP,2,127
AZIWOK TAB.      <250MG>,1,422
F-RACIL 10 TAB,1,121
PARASOFT SOAP,1,438
XYKAA TD TABLET,1,453
FLUTIVATE CREAM 20GM,2,341
FULL-365 SYP (200ML),1,11
DAPANORM-M5 TAB,2,148
POWERGESIC TABLET,1,109
POWERGESIC-MR TABLET,2,471
DAPAGLYN M 500 MG,2,24
ZAVAMET SR 500 MG TAB,2,414
HIMALAYA WIPES ALL,4,161
TRIBEN PLUS OINTMENT,1,479
STEOMIN-OS TAB,3,273
ATIVAN 1MG TABLET,3,292
ATIVAN 2MG TABLET,2,127
MONTIDINE LC SYP,6,330
SULFORYL MV 1,1,303
BENIDIN-8,1,441
MOXIGRAM LX DROP,1,166
VDM WASH ,1,298
MUCAINE GEL(MINT),3,178
OVRAL-L TABLET,4,364
OVRAL-G TABLET,3,153
DAPACOSE M 10/500 MG ,1,143
METOLAR TL 50 MG TAB,1,29
REVLIN M SR 75 TABLET,1,217
LOREAL CONDITIONER ALL,5,73
ROSUSON 10 MG,1,102
WYSOLONE 5MG TABLET,12,456
TEGRITAL 100 TAB,3,195
ENERZEST POWDER 50GM,2,469
LOMO-D TAB,2,117
PRUCROS 40MG,1,146
OTRIVIN NASAL ADULT SPRAY,32,424
OTRIVIN NASAL DROPS<PAED>,10,467
STORVA GOLD 20 MG,4,430
TRIMEGAVOG 2,3,427
BUVALOR 5 PATCHES,1,336
PREGABA D 75/30 CAP,1,84
METOSARTAN LN 25 MG,5,349
VOVERAN SR TABLET <100MG>,5,136
MIDODRIVE 2.5 MG,1,372
ZILDA-M 1000,1,156
VOVERAN EMULGEL 30GM. <S>,1,93
VOVERAN EMULGEL 50GM. <B>,1,75
CANDITRAL SB 65 CAP,2,78
VERTIFORD 8 MG TAB,3,364
CARIGRO-TG TAB,1,424
FLORITE TWINKLE POWDER PUFF,2,354
DOMCET 10/325 MG ,1,156
CITAL-UTI SYP 200 ML,3,37
IODEX     [SMALL],35,462
IODEX  [50GM.BIG],27,435
ZENTAL SUSPENSION,4,256
ZENTAL TABLET,25,171
FEFOL-Z CAPSULES,3,95
GRAMOCEF-O 200 DT TAB,2,197
BREVIPIL 25MG TAB,5,389
TAPEASE NS SPRAY,1,347
DOSIN CAP,1,293
XYZAL 10 MG TAB,3,354
AUGMENTIN-DUO SY.,3,436
FERRADOL HEALTH SUPPLEMENT,1,434
DUOBROM EYE DROPS,1,448
DAPA-GOLD10MG TAB,1,103
CRIXAN125 SYP,1,359
STELBID TAB,2,130
TELOSAF-CT TAB ,5,394
GABANYL-NT 400 MG ,12,328
GABANYL-NT 100 MG ,18,154
MUSCALT FORTE TAB,1,356
DEFCORT 12 MG,3,338
GLIZID M XR 60 MG,3,101
GLYCIPHAGE TABLET 850MG,5,403
BRAKKE TABLET,1,488
GOOD HEALTH CAP,4,274
AMANTEX 100 TAB,1,383
DROTIN DS 100ML SYRUP,4,269
MACBRITE D3 CAPSULES,1,128
GULABJAMUN 500GM,8,51
RECOFAST DROPS,1,196
GAVIRAFT SYRUP 100ML,1,295
COZYMIN DROP ,1,89
ZEBLONG 8MG,2,440
EFNOCAR-MX 40/25MG,3,180
LINZOLINE 600 MG ,1,63
ALSITA 100 TAB,4,16
RECOFAST TABLET,1,382
RECOFAST SYRUP,3,86
RECOFAST PLUS TABLET,4,108
REZIZ SYRUP.,1,384
DR.ORTHO SPRAY,4,363
PLANOKUF SYRUP 100ML. <B>,1,360
PAIN RELIEF BALM-LIVEASY,28,139
BHARGLOB INJ 16.5%,1,164
BISOBIS A 2.5 MG,1,250
RIVABAN 2.5 MG,1,221
DOLO DROP,1,247
D3 HD 400 MG DROPS,1,94
VIM ALL,30,358
TOSSEX DMR SYP,1,173
COSKLOT 500 MG TAB,2,148
DOLOPAR TABLET,2,124
HOSIT FE TABLET,1,284
NITROLONG-6.4MG TAB,1,192
CINTIGO 25 TAB,1,75
DEFZA 30 TAB ,1,91
NEPALACT Z EYE DROP,2,353
LIPIKIND CV 20MG,3,312
DOLO 650MG TABLET,213,326
SUPRACAL 2000 TAB,4,380
DAYVIGO 10 MG ,1,260
FEBUSTAT 20MG TAB,4,252
FERTYL-F TAB,3,268
NEUROCETAM CAPSULES,2,221
NEUROCETAM SYRUP,1,18
PHYTORAL OINTMENT,1,489
ENCELIN M 50/500 MG ,4,186
ROZUSAF GOLD 10 MG,4,392
VITOMAC TABLET,5,378
VITOMAC LB TABLET,2,92
CROCIN DROPS,10,472
CROCIN SYRUP,9,324
CNBC TOOTH & GUM GEL ,1,68
LURAY LOTION 30ML,1,243
TELMIRIDE AM TAB,4,127
VORKING PLUS TAB,3,115
DAPALEX 10 MG TAB,4,20
RIFLUX FORTE LIQUID,1,173
ESOMEP-L CAP,5,453
AVIRAMOX DUO SUP,7,297
ALPAZOLE 0.25MG,15,225
PANKREOFLAT HD TABLET,4,466
VALKEM OD 250 MG TAB,2,295
ZILDA 50MG TAB,2,196
ESCNX PLUS 5MG TAB,8,444
MOMESONE CREAM 15GM,1,234
ESCOT MS CREAM 30GM,2,109
ATAZOR- R TAB,1,347
SOHA 10ML EYE DROP,1,500
ITRASYS-CF-100MG CAPSULE,1,346
ROPARK XL 4 TAB,1,157
MOIZ CLEANSING LOTION <400ML>,1,249
ENAM  * 5MG * TAB,9,183
ENAM 2.5MG TABLET,2,483
ENAM  10MG TABLET,2,389
OMEZ 20MG CAPSULES,24,305
OMEZ 10MG CAPSULES,2,270
MINTOP  2% SOLLUTION,1,379
ZITCARE S GEL ,1,12
SHY ORAL GEL ,1,346
NISE TABLET,4,498
CORBIS 10MG TAB,2,351
STAMLO 5MG TABLET STRIP OF 30 TABLETS,17,139
STAMLO  10MG TABLET,2,352
STAMLO 2.5MG TABLET STRIP OF 30 TABLETS,10,281
D-LIQ 800 IU DROPS,1,256
COSCOPIN PD SYP,1,436
PULMONEXT 5 GM ,1,482
C-ART EYE DROP,1,274
GOUTFREE 40 XL TABLET,5,292
UV-DOUX B/L SPF 50 LOTION,2,474
BIGSPAS P 10 TAB,1,450
MIRABIG-S 50,1,86
VEEBA ALL,19,252
VEECHLOR 20MG,1,450
ODOXIL 250MG DRY SYRUP,1,378
SEROFLO 125 SYNCHROBREATHE INHALER,1,410
FUNZI TABLET,2,325
DERMADEW GLOW FASH WASH 100ML,1,365
OFLOX OZ TAB,1,239
VOGLI-RAPID 0.3/2.0 TABLET,1,273
ELAGESIC FORTE TABLET,1,276
ENZYPLEX SYRUP,2,156
ENZYPLEX TABLET,1,217
ORASEP GEL,2,200
RINIFOL CAPSULES,7,459
WAXIKLIN  EAR DROPS,1,69
HEALREX TAB,1,118
BISOHEART AM 2.5 TABLET,5,431
AMLONG TABLET   <5MG>,5,11
AMLONG-A-50MG TABLET,4,29
AMLONG TABLET  <10MG>,2,183
PETRIL BETA 20MG,1,85
CARTIQUIN 200MG TAB,1,240
SMUTH SYRUP 100ML S/F,1,217
ZOFER SYRUP 30ML,1,71
POPSON TAB,2,236
PRESMOVAC 2MG,1,498
GARNIER BRIGHT COMPLETE CREAM,8,158
SPECTRA 25MG TABLET,1,340
SPECTRA 10MG TABLET,2,344
ACNESOL GEL <20GM>,2,434
SOLACID-O SUSPENSIOM,1,247
ZUVISTON 10MG TAB,3,229
LIVEASY HAND WASH 250ML,3,435
NORMAXIN TABLET,1,152
AMLOSAFE MT 50 TAB ,2,34
XSULIN 30/70 40IU INJ,2,36
CETVIN PLUS TABLET,81,486
MACOX PLUS (450+300MG) TABLET STRIP OF 6 TABLET,2,115
OMNACORTIL  5MG TABLET,8,303
OMNACORTIL 10MG TABLET,19,191
OMNACORTIL 20MG TABLET,3,18
MACROZIDE  500MG TABLET,2,314
ETHOMID 250MG TABLET,1,480
AMLOVAS-5MG TABLET STRIP OF 15 TABLET,1,184
OMNACORTIL 40MG TABLET,5,470
LORANZA  2 MG,2,153
THYROX 25MCG -100TAB BOTTLE,2,30
THYROX 50MCG TAB=BOTTLE,5,215
THYROX 100MCG TABLET-100 TABLET BOTTLE,8,128
FLUTICONE OX NASAL SPRAY,1,340
LIV-52 DS SYRUP 100ML ,3,124
TUSQ-DX DT TABLET,2,391
SOLONEX DT TABLET STRIP OF 10 TABLET,3,272
SOLONEX 300MG TABLET STRIP OF 10 TABLET,3,386
PEPSODENT PASTE ALL,18,386
DENSITA-MF SOLUTION,1,185
LOMOFEN TABLET,1,37
BTONECA CAP,1,474
NAILON NAIL LACQUER 5ML,1,90
TECZINE 5MG TABLET,10,338
TECZINE LIQUID,1,265
MEDIMIX SOAP ALL,51,314
BESTCAL HD TAB,2,69
MACPOD CV 50 SYP,1,199
BENZAC-AC 5%  GEL,4,112
DAJIO-M500 TAB,7,293
EXFARO 300TAB,1,135
LOGIDRUF S SHAMPOO,1,82
PARASOFT CREAM 500GM,1,434
ZINCOVIT SF SY.,1,361
EKRAN MS GEL(50GM),2,197
ALMOTAN 6.25MG,1,139
ATEN  50MG TABLET,18,256
ATEN 100MG TABLET,3,137
ATEN  25MG TABLET,14,80
FERTOLET 2.5MG,4,303
SYLATE 250MG TAB,2,265
ESCNX 15MG TAB,6,163
LURASID 40 ,6,117
LINAONE TAB,3,37
MOISTE LOTION,1,442
VONISH 0.3MG TAB,12,104
VONISH 0.2 MG TAB,9,252
PAROFIN-T TABLET,4,424
CARILIFT 1.5MG CAPSULE,3,29
COTARYL-3D CREAM 50GM,1,328
ETOWIN-90MG TABLET,2,433
SEBAMED BABY BODY-MILK 100ML,4,321
SEACOD CAP- 110,2,360
NATO CARE POWDER CHOCOLATE,2,439
MANOLL 400 GM TONIC,1,56
DAPAVEL M 5/500 TAB,4,25
VASFREE 100MG CAP,2,346
BECOSULES SYRUP 120ML <B>,2,235
BUSPIN-10MG,3,224
TELMED AH 80 TAB,2,336
WYSOLONE DT 20GM,5,394
DOLONEX 20MG CAPSULES,3,429
JOHNS SKINCRE WIPES 72S,5,284
PROTINEX POWDER,1,270
PACIMOL DS-250 SYP,1,471
AMLOGARD  5MG TABLET,8,492
AMLOGARD 10MG TABLET,1,63
APTAMIL GOLD 1 REDILL,1,366
ELUGIA GS FACE WASH,1,30
ROLFIN CREAM 30 GM,1,48
VOGLITOR R 0.5/0.3,3,174
XEROFLAM TABLET,1,411
SEROMUNE500MG TAB,4,85
GOLITE CREAM 30GM,2,402
CILACAR TM 50MG,3,204
CILACAR TM 25MG,2,217
PROHANCE-MOM POWDER 400GM CHOCOLATE,1,195
RYALTRIS MONO NASAL SPRAY,1,401
BISOBIS 2.5 MG,6,77
REMYLIN AX TAB,1,51
ROZUSAF GOLD 20 MG,7,140
SP-50/1000 TABLET,10,223
SENQUEL-F PASTE  50GM <S>,2,255
STOLIN GUM PAINT,1,205
PANGRAF 0.25 TAB,9,376
DAPARYL-M 10/500MG,3,50
SITAHENZ DL 50MG ,6,261
MEROSURE 125MG INJECTION,1,372
ATM XL 200 MG SUSUPENSION,1,176
NEWTEL-AMH,3,349
BRIMOSOFT T EYE DROPS,1,26
EUREPA MF 2 TAB,2,395
SENQUEL PASTE  100GM <B>,1,387
TRICIUM PTH INJ ,1,323
HYLOSOFT EYE DROP,1,133
GABAGESIC GEL,1,31
FITGEL MOUTHULCER GEL,1,267
DREAMFERT M TAB,2,174
EUREPA V 1/0.3 MG TAB,4,154
DIAMICRON TABLET,4,305
FLAVEDON 20MG TABLET ,2,144
NATRILIX TABLET,3,462
VANXIT TAB,5,259
DAFLON 500MG TABLET,21,119
COVERSYL 4MG TABLET,22,229
STABLON TABLET,1,274
URISPAS TABLET,4,256
MACPROT KESAR POWDER SF 200GM,1,450
MOGU ALL,68,318
GESTIN TABLET,1,405
TAR 18 SHAMPOO,1,500
POTKLOR SOLUTION (200ML),1,22
EVITOL CAP ,4,491
VENUSMIN 300MG TABLET,2,494
INSUGEN 50/50 100IU ,1,137
IMOL SYRUP,4,438
ACILOC S SYP,2,197
VILDANEX 50 MG TAB,1,282
DIGEPLEX READYMIX 200ML,1,186
LIVETONE SYP,1,410
DAYLON E CAP,3,385
ARISTOZYME GOLD TAB,1,215
ULTRA D3 400 DROP,3,397
INCAL TAB,5,47
TENEPRIDE M 1000 TAB,2,218
FEEDY TUBE NO-7,5,426
TENORIC  50MG TABLET,1,180
TENORIC  25MG TABLET,5,433
NYLE SHAMPOO ALL,11,99
NINTENA 150 TAB,2,317
BROMHEXINE ELIXIR  <IPCA>,1,94
BROMHEXINE TABLET  <IPCA>,1,351
TENOLOL 50MG TAB.  <IPCA>,6,305
LARIAGO TABLET,1,99
LARIAGO DS TABLET,2,215
MAGRIUM TABLET,7,484
LARIAGO SUSPENSION,2,461
PACIMOL SUSPENSION,1,222
PAMASPAS TAB,1,337
DAPAGLYN M 1000 MG,2,267
NEMOCID SUSPENSION,6,285
ELTOCIN-DS TABLET <500MG>,4,202
PERINORM TABLET,1,276
PERINORM SUSPENSION,1,171
PERINORM INJ. 2ML.  <AMP>,6,315
CLENIA FACE WASH 100GM,1,329
NOBEL-PLUS SYP,3,398
ABANA TABLET,1,99
BONNISAN LIQUID (100ML),1,355
CYSTONE TABLET,2,95
DIAREX TABLET,1,148
SA RAPID 1GM TAB,9,320
KOFLET SY. (WITH HONEY),1,387
GASEX TABLET,2,482
HERBOLAX TABLET,1,296
HIMCOLIN OINTMENT,1,39
LIV 52 TABLET,4,256
LIV 52 SYRUP 100ML.  <S>,3,471
LIV 52 SYRUP 200ML.  <B>,2,473
LIV 52 DROPS  60ML.  <S>,1,464
LIV 52 DROPS 120ML.  <B>,1,428
LIV 52-DS TABLET,2,440
LUKOL TABLET,1,458
MENTAT TABLET,1,480
PILEX TABLET,2,273
RUMALAYA CR.,1,31
RUMALAYA TABLET,1,95
SEPTILIN TABLET,2,31
SEPTILIN SY.      (200ML),2,493
SPEMAN TABLET,1,280
STYPLON TABLET,1,365
TENTEX FORTE TABLET,2,92
BLONITAS 8 TAB,3,346
GABAMAX NT 50MG,1,116
MALIRID TABLET  <7.5MG>,2,379
CEFOLAC 50MG SYRUP,2,292
PERINORM-CD CAPSULES,1,270
NICOTEX 2 MINT PLUS TIN,4,362
NICOTEX 2 MINT PLUS CHEW...,5,419
TRAFOLIC TABLET,2,167
GAMASCAB LOTION,1,105
SOLIWAX EAR DROPS,1,227
ALSITA 50 TABLET,5,85
SALACTIN SOLUTION,2,107
VIVAMOM KESAR FLAV 200 GM,1,210
METFFIL VG 1 TAB,4,49
VENUSMIN 450MG TAB,2,409
QTRIPIL SR 200 TABLET,2,47
METOCARD XL 75,2,361
WAYOFIT TAB,10,451
TOPIROXO 40MG TAB,2,386
BRINZAGAN DROPS 10ML,1,17
JOY LIPBALM(STRAWBERRY),3,332
POLARAMINE TABLET <2MG>,1,238
FLUCOSAFE-400 MG,15,440
KANOSAFE 200 MG TAB,7,354
ROZUSAF 10 MG,6,174
CEFTIGEST 100 DRY SYP,12,345
CEFTIGEST 50 DRY SYP,4,257
CNX-CAL TABLET,1,426
ZANDU FAST RELIEF GEL ,3,265
DROPIZIN SYRUP,2,490
IMODIUM CAPSULES,8,101
STUGERON TABLET    <25MG>,2,499
STUGERON FORTE TAB.<75MG>,1,178
SIBELIUM 10MG TABLET,1,113
SIBELIUM  5MG TABLET,1,70
STUGIL TABLET,7,111
FORGLYN FORTE RESPICAP,1,11
OTOGESIC EAR DROPS,3,370
RARICAP TABLET,2,200
RARICAP FORTE TABLET,1,416
RARICAP L SYRUP,1,293
VIVAMOM KESAR FLAV 400 GM,1,187
AGNA 25000 CAP,1,133
MYCEPT S 360 TAB,2,41
ETOWIN 60MG,3,377
ICE CREAM 125,2,165
BENADRYL COUG.FOR.  (BIG),7,483
CALADRYL LOTION  100ML.,2,336
MOMPRESS 7.5 MG,5,369
SOTRET NF 16 MG,2,440
MEE MEE ALL,3,68
MOBIPLUS TABLET,1,226
SITAXA 100,7,78
PAROFIN 500MG TAB,1,478
GELUCIL MPS LIQ.400ML.<B>,4,217
GELUSIL MPS TABLET,5,437
KHO-GO 10PILLS,46,37
OPIPRIME 50 MG,1,287
PYRIDIUM 200MG TABLET,2,280
XSULIN 50/50 40IU INJ,3,416
ASCORIL EXPECTORANT ( 100ML ),4,95
CANDID CREAM 30GM,1,360
CANDID-B LOTION,2,211
CANDID LOTION,2,342
CANDID EAR DROPS,1,420
CANDID MOUTH PAINT,2,158
CANDID POWDER 100GM   <B>,9,276
CANDID-V6   <VAGINAL TAB>,1,345
DERINIDE AQ NASAL SPRAY,1,485
CANDID-V3   <VAGINAL TAB>,1,72
ZEROGRAIN PLUS TAB,1,124
GLUTADERM TAB,3,45
GLOWSAFE,1,456
HEMTREE TAB,4,15
PONDS FACE WASH ALL,22,73
IVERA 1% 30GM CREAM,6,38
SITAHENZ M OD,1,136
HAEMACCEL I.V. 500ML,1,196
ROSUSURE-F TAB,1,51
SCABOMA LOTION 100ML. <B>,1,496
SCABOMA LOTION  50ML. <S>,2,200
CANDID-TV LOTION,1,149
LOREAL COLOR ALL,10,88
PEARS SOAP ALL,1,326
SUNSILK SHAMOO ALL,5,459
CANDITRAL CAPSULES,3,305
APIGAT 5 TAB,1,334
HAPPIBIOTIC CAP,3,53
LIV 52 DS 200 ML SYP,1,326
SITAZIT D 10/100TAB,2,451
KORTUF-6 MG ,3,320
LUBIMOIST EYE DROPS,2,395
DAPANOVA-M 10/500MG TABLET,1,54
INSUGEN 50/50 40IU INJECTION,1,198
GOODKINGHT *REFILL* <LIQ>,42,475
ALEX COUGH LOZENGES,1,112
ALEX SYRUP 100ML.     <B>,9,288
AMLOPIN  5MG TABLET,15,243
AMLOPIN 10MG TABLET,6,329
AMLOPIN-AT TABLET,6,130
BIFENAC P TAB,3,373
FLUCOSAFE-200 MG ,1,342
ROZUSAF 20 MG ,7,248
ANGISPAN-TR  6.5MG  25S,3,295
CANOZOLE POWDER,6,176
MOMATE CREAM 20 GM,3,111
SERTASPOR CREAM 50GM,1,157
EUCLIDE 40 MG,4,287
PONDS POWDER ALL,135,365
SINATE OD TABS,1,162
NOLASMA CREAM,1,34
TRICHO EMU SPRAY 50ML,1,458
FLUCORT 0.01% LOTION,2,296
ESOMEP 40 MG ,17,329
APREZO 20 MG,5,488
AZEE 250 10TAB,7,205
IMIDIL CREAM,1,294
CANDY,2807,406
TETMOSOL POWDER,1,493
CEPHADEX 250 CAP,1,224
ISOFIT 10MG TABLET,1,373
ZOSTUM O 100 DRY SYP,1,58
Q-GOLD F,1,196
KOJIGLEAM ULTRA CREAM ,1,495
DOXOLIN M TAB,2,324
ENCORATE 300MG TAB,3,472
GLUXIT S 10/100,5,265
CLOPIROS AP,3,335
OXYLIFE BLEACH ALL,3,308
VOMITEB SYP 100ML,1,452
DREAMSURE F TABLET,3,253
PROXYM ER 200 TABLET,1,44
HERMIN 200ML INFUSION,2,386
DELTONE 30MG TAB,4,169
NEOTOMIC ENEMA,3,489
SILODERM MIXI CREAM<10GM>,2,98
ZENTOP TAB,4,290
STORVAS 40 MG BOTAL ,2,89
ZOMELIS SR 100 MG TAB,4,133
BE ONE TABLET,1,348
PODOXIM 100 MG SYP,2,299
MIRAGO S 50MG,2,103
AQUAVIORON INJ.,5,151
LUPIHOPE TAB,2,190
XSTAN BETA 25,1,98
AMDEPIN 5MG TAB,1,67
FOSTERA 5MG TAB,3,38
ALMSPAN-D TAB,3,392
GOOD MAGIC HANDWASH,5,282
GYNOCARE CAP (DEL) (DEL),1,29
FAMTAC 40MG TABLET,6,431
BABY GIFT,6,252
INCAL PLUS CAP,2,488
SENSODYNE FRESHMINT 150G,1,309
LOBATE    CREAM,1,232
NEUKINE 300MCG INJ,1,422
LOBATE GM CREAM,7,281
LOBATE M  CREAM,1,253
REFILLCAL TAB,2,42
MEGA CV DROPS,2,28
SORBITRATE  5MG TABLET,2,12
SORBITRATE 10MG TABLET,4,277
NEO-MERCAZOLE 10MG  TAB.,1,232
NEO-MERCAZOLE <5MG> TAB,2,215
NEO-MERCAZOLE 20MG  TAB.,1,382
BIFENAC MR TAB,2,179
MET XL R 25/5 TABLET,3,133
FIDONAL CREAM 30GM,1,282
OBRIL FIRST CREAM,1,147
ZOCON 150 TABLET 3 NO S,9,427
EMILDAP S 10/100 TAB,3,390
LIPITAS GOLD 10 CAP,3,67
TENOMAC 25MG TAB,2,90
SOLASAFE SPG 50+ GEL,1,311
ALCOVIT M TABLET,9,49
GUDSAFE PLUS SYRUP,8,30
PREDSOLONE 40MG INJ,1,267
